shipment_id,origin,destination,origin_lat,origin_lon,destination_lat,destination_lon,priority,driver_name,customer_phone,driver_alert_status,risk_score
D1S001,Kolkata,Pune,22.554994022494675,88.3250066243114,18.55012330227978,73.9024934203972,Medium,Suresh Patel,+917693491496,Ok,High
D1S002,Mumbai,Kolkata,19.02733496431945,72.91723610874385,22.584564650099363,88.36764027644212,High,Mohammed Ali,+919338518726,Ok,High
D1S003,Vellore,Hyderabad,12.870977111283493,79.18220446020938,17.379613591443864,78.4874401214099,Medium,Mohammed Ali,+917524353776,Ok,Low
D1S004,Jaipur,Krishnagiri,26.942665206596654,75.7705558799569,12.46909508720825,78.17187009630258,Medium,Prakash C,+918542106036,Ok,Medium
D1S005,Krishnagiri,Ahmedabad,12.531378703558723,78.26078529614604,22.977474091063314,72.6035684295526,Medium,Deepak Sharma,+916244905181,Ok,Low
D1S006,Bangalore,Krishnagiri,13.008213700751698,77.63884617047177,12.531096806742255,78.18440896300044,High,Deepak Sharma,+917921055907,Ok,High
D1S007,Bangalore,Kolkata,12.97595620143327,77.6077603019028,22.588463915319174,88.34337672225887,High,Prakash C,+918451682171,Ok,Low
D1S008,Mumbai,Krishnagiri,19.11915723300092,72.91897770416554,12.527100314782512,78.18174816224575,Low,Deepak Sharma,+916917427830,Ok,Low
D1S009,Chennai,Ahmedabad,13.073082779138264,80.2572424992526,23.001588189302968,72.57418803788136,Medium,Karthik N,+919699789624,Ok,High
D1S010,Ahmedabad,Jaipur,23.046617852071453,72.5963687613495,26.874534909471414,75.74178014063133,High,Amit Singh,+917703727782,Ok,Low
D1S011,Bangalore,Krishnagiri,12.94228648916515,77.59539595748235,12.474479014723137,78.17627616631475,Medium,Ramesh Rao,+919613409760,Ok,Low
D1S012,Mumbai,Jaipur,19.062028320464723,72.83735364196724,26.96063974914471,75.76033186775736,Low,Amit Singh,+919288256191,Ok,Medium
D1S013,Pune,Krishnagiri,18.470426827380262,73.84296023787367,12.527887114745909,78.20082034418422,Medium,Suresh Patel,+918398663145,Ok,Low
D1S014,Vellore,Hyderabad,12.92937238573949,79.12072806574056,17.40188340250836,78.46958576643587,Medium,Deepak Sharma,+916217208451,Ok,Medium
D1S015,Bangalore,Ahmedabad,12.94831368981629,77.54846715664249,23.014863837857856,72.52388525696335,Medium,Deepak Sharma,+918149758066,Ok,High
D1S016,Chennai,Surat,13.064834152228567,80.24518453950931,21.134979093155987,72.86849718602605,Medium,Mohammed Ali,+916530905529,Ok,Low
D1S017,Pune,Surat,18.548558262601656,73.83107768119983,21.185688716504046,72.78362594274068,Medium,Prakash C,+917742156520,Ok,Low
D1S018,Vellore,Krishnagiri,12.913941982542811,79.16688526556096,12.53426822638801,78.18615036162247,High,Mohammed Ali,+916175048511,Ok,Low
D1S019,Mumbai,Hyderabad,19.07748043765973,72.8893985679101,17.408531075069146,78.51604730396473,High,Deepak Sharma,+919760459496,Ok,Medium
D1S020,Chennai,Kolkata,13.064191718398101,80.31469394938897,22.53903939893404,88.32431990601951,Low,Mohammed Ali,+919350360513,Ok,Medium
D1S021,Pune,Chennai,18.4964467141319,73.83005517163622,13.09525998517768,80.24888964900654,High,Vikram Reddy,+919079414125,Ok,Low
D1S022,Bangalore,Vellore,12.990489363207358,77.54593609393254,12.940568377078076,79.08263689549428,Low,Mohammed Ali,+919233164375,Ok,High
D1S023,Ahmedabad,Vellore,23.006898029887815,72.61456224990671,12.874981184614132,79.1094175618337,High,Karthik N,+918925590970,Ok,Medium
D1S024,Jaipur,Delhi,26.934013459317256,75.75763425559566,28.67206771182492,77.06798074057963,High,Mohammed Ali,+918181049792,Ok,Low
D1S025,Vellore,Jaipur,12.958279370704908,79.1083552241624,26.917356032406072,75.80776399777537,High,Ramesh Rao,+918479406559,Ok,Low
